Location Type,Item ID,Original Text,Entity Type,Start Offset,End Offset,Review (TP/FP/FN)
Table_72_Row_0_Col_8_Para_0,0,Fiscal 2023,DATE_TIME,0,11,TP
Table_72_Row_2_Col_1_Para_0,0,"4,891.18",DATE_TIME,0,8,TP
Table_73_Row_1_Col_1_Para_0,0,"5,094.36",DATE_TIME,2,10,TP
Table_74_Row_0_Col_1_Para_0,0,Three-month,DATE_TIME,0,11,TP
Table_74_Row_0_Col_1_Para_0,0,"June 30, 2025",DATE,26,39,TP
Table_74_Row_0_Col_2_Para_0,0,Three-month,DATE_TIME,0,11,TP
Table_74_Row_0_Col_2_Para_0,0,"June 30, 2025",DATE,26,39,TP
Table_74_Row_0_Col_3_Para_0,0,Fiscal 2025,DATE_TIME,0,11,TP
Table_74_Row_0_Col_4_Para_0,0,Fiscal 2025,DATE_TIME,0,11,TP
Table_74_Row_0_Col_5_Para_0,0,Fiscal 2024,DATE_TIME,0,11,TP
Table_74_Row_0_Col_6_Para_0,0,Fiscal 2024,DATE_TIME,0,11,TP
Table_74_Row_0_Col_7_Para_0,0,Fiscal 2023,DATE_TIME,0,11,TP
Table_74_Row_0_Col_8_Para_0,0,Fiscal 2023,DATE_TIME,0,11,TP
Table_75_Row_0_Col_1_Para_0,0,Three-month,DATE_TIME,0,11,TP
Table_75_Row_0_Col_1_Para_0,0,"June 30, 2025",DATE,25,38,TP
Table_75_Row_0_Col_2_Para_0,0,Three-month,DATE_TIME,0,11,TP
Table_75_Row_0_Col_2_Para_0,0,"June 30, 2025",DATE,25,38,TP
Table_75_Row_0_Col_3_Para_0,0,Fiscal 2025,DATE_TIME,2,13,TP
Table_75_Row_0_Col_4_Para_0,0,Fiscal 2025,DATE_TIME,2,13,TP
Table_75_Row_0_Col_5_Para_0,0,Fiscal 2024,DATE_TIME,0,11,TP
Table_75_Row_0_Col_6_Para_0,0,Fiscal 2024,DATE_TIME,0,11,TP
Table_75_Row_0_Col_7_Para_0,0,Fiscal 2023,DATE_TIME,0,11,TP
Table_75_Row_0_Col_8_Para_0,0,Fiscal 2023,DATE_TIME,0,11,TP
Table_75_Row_1_Col_1_Para_0,0,₹,ORG,9,10,TP
Table_75_Row_1_Col_3_Para_0,0,₹,ORG,8,9,TP
Table_75_Row_1_Col_5_Para_0,0,₹,ORG,9,10,TP
Table_75_Row_1_Col_7_Para_0,0,₹,ORG,8,9,TP
Table_75_Row_3_Col_0_Para_0,0,India,LOCATION,25,30,TP
Table_75_Row_4_Col_1_Para_0,0,"5,094.36",DATE_TIME,0,8,TP
Table_76_Row_0_Col_1_Para_0,0,Three-month,DATE_TIME,0,11,TP
Table_76_Row_0_Col_1_Para_0,0,"June 30, 2025",DATE,25,38,TP
Table_76_Row_0_Col_2_Para_0,0,Three-month,DATE_TIME,0,11,TP
Table_76_Row_0_Col_2_Para_0,0,"June 30, 2025",DATE,25,38,TP
Table_76_Row_0_Col_3_Para_0,0,Fiscal 2025,DATE_TIME,0,11,TP
Table_76_Row_0_Col_4_Para_0,0,Fiscal 2025,DATE_TIME,0,11,TP
Table_76_Row_0_Col_5_Para_0,0,Fiscal 2024,DATE_TIME,0,11,TP
Table_76_Row_0_Col_6_Para_0,0,Fiscal 2024,DATE_TIME,0,11,TP
Table_76_Row_0_Col_7_Para_0,0,Fiscal 2023,DATE_TIME,0,11,TP
Table_76_Row_0_Col_8_Para_0,0,Fiscal 2023,DATE_TIME,0,11,TP
Table_76_Row_1_Col_1_Para_1,1,₹,ORG,3,4,TP
Table_76_Row_1_Col_3_Para_1,1,₹,ORG,3,4,TP
Table_76_Row_1_Col_5_Para_1,1,₹,ORG,3,4,TP
Table_76_Row_1_Col_7_Para_1,1,₹,ORG,3,4,TP
Table_76_Row_2_Col_0_Para_0,0,Gujarat,LOCATION,0,7,TP
Table_76_Row_2_Col_3_Para_0,0,"8,698.9 9",DATE_TIME,0,9,TP
Table_76_Row_2_Col_7_Para_0,0,"2,977.4 8",DATE_TIME,0,9,TP
Table_76_Row_3_Col_3_Para_0,0,"6,856.5 8",DATE_TIME,0,9,TP
Table_76_Row_4_Col_5_Para_0,0,"10,067.3 2",DATE_TIME,0,10,TP
Table_77_Row_0_Col_1_Para_0,0,three-month,DATE_TIME,125,136,TP
Table_77_Row_0_Col_1_Para_0,0,"June 30, 2025",DATE,150,163,TP
Table_77_Row_0_Col_1_Para_0,0,Fiscals 2025,LOCATION,168,180,TP
Table_77_Row_0_Col_1_Para_0,0,2024,DATE_TIME,182,186,TP
Table_77_Row_0_Col_1_Para_0,0,2023,DATE_TIME,191,195,TP
Table_78_Row_0_Col_0_Para_0,0,industr y,ORG,11,20,TP
Table_78_Row_0_Col_1_Para_0,0,Three-month,DATE_TIME,0,11,TP
Table_78_Row_0_Col_1_Para_0,0,"June 30, 2025",DATE,25,38,TP
Table_78_Row_0_Col_2_Para_0,0,Three-month,DATE_TIME,0,11,TP
Table_78_Row_0_Col_2_Para_0,0,"June 30, 2025",DATE,25,38,TP
Table_78_Row_0_Col_3_Para_0,0,Fiscal 2025,DATE_TIME,0,11,TP
Table_78_Row_0_Col_4_Para_0,0,Fiscal 2025,DATE_TIME,0,11,TP
Table_78_Row_0_Col_5_Para_0,0,Fiscal 2024,DATE_TIME,0,11,TP
Table_78_Row_0_Col_6_Para_0,0,Fiscal 2024,DATE_TIME,0,11,TP
Table_78_Row_0_Col_7_Para_0,0,Fiscal 2023,DATE_TIME,0,11,TP
Table_78_Row_0_Col_8_Para_0,0,Fiscal 2023,DATE_TIME,0,11,TP
Table_78_Row_1_Col_0_Para_0,0,industr y,ORG,11,20,TP
Table_78_Row_1_Col_1_Para_0,0,₹,ORG,8,9,TP
Table_78_Row_1_Col_3_Para_0,0,₹,ORG,8,9,TP
Table_78_Row_1_Col_5_Para_0,0,"Amou 
	nt",ORG,0,9,TP
Table_78_Row_1_Col_5_Para_0,0,₹,ORG,11,12,TP
Table_78_Row_1_Col_7_Para_0,0,₹,ORG,8,9,TP
Table_78_Row_2_Col_5_Para_0,0,"9,642.9 2",DATE_TIME,0,9,TP
Table_79_Row_0_Col_0_Para_0,0,industr y,ORG,11,20,TP
Table_79_Row_0_Col_1_Para_0,0,Three-month,DATE_TIME,0,11,TP
Table_79_Row_0_Col_1_Para_0,0,"June 30, 2025",DATE,25,38,TP
Table_79_Row_0_Col_2_Para_0,0,Three-month,DATE_TIME,0,11,TP
Table_79_Row_0_Col_2_Para_0,0,"June 30, 2025",DATE,25,38,TP
Table_79_Row_0_Col_3_Para_0,0,Fiscal 2025,DATE_TIME,0,11,TP
Table_79_Row_0_Col_4_Para_0,0,Fiscal 2025,DATE_TIME,0,11,TP
Table_79_Row_0_Col_5_Para_0,0,Fiscal 2024,DATE_TIME,0,11,TP
Table_79_Row_0_Col_6_Para_0,0,Fiscal 2024,DATE_TIME,0,11,TP
Table_79_Row_0_Col_7_Para_0,0,Fiscal 2023,DATE_TIME,0,11,TP
Table_79_Row_0_Col_8_Para_0,0,Fiscal 2023,DATE_TIME,0,11,TP
Table_79_Row_1_Col_0_Para_0,0,industr y,ORG,11,20,TP
Table_79_Row_1_Col_1_Para_0,0,₹,ORG,8,9,TP
Table_79_Row_1_Col_3_Para_0,0,₹,ORG,8,9,TP
Table_79_Row_1_Col_5_Para_0,0,₹,ORG,8,9,TP
Table_79_Row_1_Col_7_Para_0,0,₹,ORG,8,9,TP
Table_80_Row_0_Col_1_Para_0,0,three-month,DATE_TIME,77,88,TP
Table_80_Row_0_Col_1_Para_0,0,"June 30, 2025",DATE,102,115,TP
Table_80_Row_0_Col_1_Para_0,0,Fiscals 2025,LOCATION,121,133,TP
Table_80_Row_0_Col_1_Para_0,0,2024,DATE_TIME,135,139,TP
Table_80_Row_0_Col_1_Para_0,0,2023,DATE_TIME,144,148,TP
Table_81_Row_0_Col_1_Para_0,0,Three-month,DATE_TIME,0,11,TP
Table_81_Row_0_Col_1_Para_0,0,"June 30, 2025",DATE,25,38,TP
Table_81_Row_0_Col_2_Para_0,0,Three-month,DATE_TIME,0,11,TP
Table_81_Row_0_Col_2_Para_0,0,"June 30, 2025",DATE,25,38,TP
Table_81_Row_0_Col_3_Para_0,0,Fiscal 2025,DATE_TIME,0,11,TP
Table_81_Row_0_Col_4_Para_0,0,Fiscal 2025,DATE_TIME,0,11,TP
Table_81_Row_0_Col_5_Para_0,0,Fiscal 2024,DATE_TIME,0,11,TP
Table_81_Row_0_Col_6_Para_0,0,Fiscal 2024,DATE_TIME,0,11,TP
Table_81_Row_0_Col_7_Para_0,0,Fiscal 2023,DATE_TIME,0,11,TP
Table_81_Row_0_Col_8_Para_0,0,Fiscal 2023,DATE_TIME,0,11,TP
Table_81_Row_2_Col_5_Para_0,0,"9,642.9 2",DATE_TIME,0,9,TP
Table_82_Row_0_Col_1_Para_1,1,the Net Proceeds,ORG,33,49,TP
Table_82_Row_0_Col_1_Para_1,1,Supa Facility,LOCATION,239,252,TP
Table_82_Row_0_Col_1_Para_1,1,Supa Facility,PERSON,412,425,TP
Table_82_Row_0_Col_1_Para_1,1,Chakan,LOCATION,561,567,TP
Table_84_Row_0_Col_1_Para_0,0,Supa,PERSON,157,161,TP
Table_84_Row_0_Col_1_Para_0,0,Ahilyanagar,PERSON,163,174,TP
Table_84_Row_0_Col_1_Para_0,0,Ahmednagar,PERSON,185,195,TP
Table_84_Row_0_Col_1_Para_0,0,Maharashtra,ORG,200,211,TP
Table_86_Row_0_Col_1_Para_0,0,India,LOCATION,73,78,TP
Table_86_Row_0_Col_1_Para_0,0,three-month,DATE_TIME,157,168,TP
Table_86_Row_0_Col_1_Para_0,0,"June 30, 2025",DATE,182,195,TP
Table_86_Row_0_Col_1_Para_0,0,Fiscals 2025,LOCATION,201,213,TP
Table_86_Row_0_Col_1_Para_0,0,2024,DATE_TIME,215,219,TP
Table_86_Row_0_Col_1_Para_0,0,2023,DATE_TIME,224,228,TP
Table_87_Row_0_Col_1_Para_0,0,Three-month,DATE_TIME,0,11,TP
Table_87_Row_0_Col_1_Para_0,0,"June 30, 2025",DATE,25,38,TP
Table_87_Row_0_Col_2_Para_0,0,Three-month,DATE_TIME,0,11,TP
Table_87_Row_0_Col_2_Para_0,0,"June 30, 2025",DATE,25,38,TP
Table_87_Row_0_Col_3_Para_0,0,Fiscal 2025,DATE_TIME,0,11,TP
Table_87_Row_0_Col_4_Para_0,0,Fiscal 2025,DATE_TIME,0,11,TP
Table_87_Row_0_Col_5_Para_0,0,Fiscal 2024,DATE_TIME,0,11,TP
Table_87_Row_0_Col_6_Para_0,0,Fiscal 2024,DATE_TIME,0,11,TP
Table_87_Row_0_Col_7_Para_0,0,Fiscal 2023,DATE_TIME,0,11,TP
Table_87_Row_0_Col_8_Para_0,0,Fiscal 2023,DATE_TIME,0,11,TP
Table_87_Row_1_Col_1_Para_0,0,₹,ORG,8,9,TP
Table_87_Row_1_Col_3_Para_0,0,₹,ORG,8,9,TP
Table_87_Row_1_Col_5_Para_0,0,₹,ORG,8,9,TP
Table_87_Row_1_Col_7_Para_0,0,₹,ORG,8,9,TP
Table_87_Row_3_Col_0_Para_0,0,India,LOCATION,19,24,TP
Table_87_Row_4_Col_3_Para_0,0,"17,783.47",DATE_TIME,0,9,TP
Table_88_Row_0_Col_0_Para_0,0,the United States,LOCATION,9,26,TP
Table_88_Row_0_Col_0_Para_0,0,India,LOCATION,85,90,TP
Table_88_Row_0_Col_0_Para_0,0,CTS,ORG,161,164,TP
Table_88_Row_0_Col_0_Para_0,0,8544,DATE_TIME,167,171,TP
Table_88_Row_0_Col_0_Para_0,0,the United States,LOCATION,237,254,TP
Table_88_Row_0_Col_0_Para_0,0,the United States,LOCATION,388,405,TP
Table_88_Row_0_Col_0_Para_0,0,1962,DATE_TIME,499,503,TP
Table_88_Row_0_Col_0_Para_0,0,HTS 8544,ORG,818,826,TP
Table_90_Row_0_Col_1_Para_0,0,Three-month,DATE_TIME,0,11,TP
Table_90_Row_0_Col_1_Para_0,0,"June 30, 2025",DATE,25,38,TP
Table_90_Row_0_Col_2_Para_0,0,Fiscal 2025,DATE_TIME,0,11,TP
Table_90_Row_0_Col_3_Para_0,0,Fiscal 2024,DATE_TIME,0,11,TP
Table_90_Row_0_Col_4_Para_0,0,Fiscal 2023,DATE_TIME,0,11,TP
Table_91_Row_0_Col_1_Para_0,0,the Government of India,ORG,77,100,TP
Table_93_Row_0_Col_1_Para_0,0,Annual,DATE_TIME,0,6,TP
Table_93_Row_0_Col_1_Para_0,0,Company,ORG,28,35,TP
Table_93_Row_0_Col_1_Para_0,0,the Fiscal 2003,DATE_TIME,73,88,TP
Table_93_Row_0_Col_1_Para_0,0,"March 31, 1983",DATE,119,133,TP
Table_93_Row_0_Col_1_Para_0,0,"March 31, 1988",DATE,139,153,TP
Table_93_Row_0_Col_1_Para_1,1,the Fiscal 1980,ORG,34,49,TP
Table_93_Row_0_Col_1_Para_1,1,"March 31, 1985",DATE,56,70,TP
Table_93_Row_0_Col_1_Para_1,1,"March 31, 2005",DATE,106,120,TP
Table_93_Row_0_Col_1_Para_1,1,2014,DATE_TIME,159,163,TP
Table_93_Row_0_Col_1_Para_2,2,RoC,LOCATION,53,56,TP
Table_93_Row_0_Col_1_Para_2,2,Company,ORG,91,98,TP
Table_93_Row_0_Col_1_Para_2,2,"July 30, 1979",DATE,105,118,TP
Table_93_Row_0_Col_1_Para_3,3,RoC,LOCATION,50,53,TP
Table_93_Row_0_Col_1_Para_3,3,"July 4, 1996",DATE,190,202,TP
Table_93_Row_0_Col_1_Para_4,4,Rajesh Kushal Hegde,PERSON,87,106,TP
Table_93_Row_0_Col_1_Para_4,4,"September 26, 1996",DATE,113,131,TP
Table_93_Row_0_Col_1_Para_5,5,RoC,LOCATION,33,36,TP
Table_93_Row_0_Col_1_Para_5,5,Rohit Kushal Hegde,PERSON,99,117,TP
Table_93_Row_0_Col_1_Para_5,5,"November 1, 2000",DATE,124,140,TP
Table_93_Row_0_Col_1_Para_6,6,RoC,LOCATION,37,40,TP
Table_93_Row_0_Col_1_Para_6,6,Rohit Kushal Hegde,PERSON,95,113,TP
Table_93_Row_0_Col_1_Para_6,6,"September 21, 2000",DATE,120,138,TP
Table_93_Row_0_Col_1_Para_8,8,the Promoter Selling Shareholders,ORG,114,147,TP
Table_95_Row_0_Col_1_Para_0,0,1979-1980,DATE_TIME,0,9,TP
Table_95_Row_0_Col_2_Para_0,0,MoA,ORG,28,31,TP
Table_95_Row_0_Col_3_Para_0,0,FY 1980,DATE_TIME,28,35,TP
Table_95_Row_0_Col_3_Para_0,0,FY 1981,DATE_TIME,40,47,TP
Table_95_Row_1_Col_1_Para_0,0,"September 30, 
1981",DATE,0,19,TP
Table_95_Row_1_Col_3_Para_0,0,Kushal Hegde,ORG,34,46,TP
Table_95_Row_1_Col_3_Para_0,0,DM Shetty,ORG,52,61,TP
Table_95_Row_1_Col_3_Para_0,0,Gopal BO,PERSON,66,74,TP
Table_95_Row_2_Col_1_Para_0,0,"August 6, 1982",DATE,0,14,TP
Table_95_Row_2_Col_3_Para_0,0,Kushal Hegde,ORG,34,46,TP
Table_95_Row_2_Col_3_Para_0,0,Karunakar Bhandary,PERSON,52,70,TP
Table_95_Row_2_Col_3_Para_0,0,SA Shetty,ORG,75,84,TP
Table_95_Row_3_Col_1_Para_0,0,"December 9, 1983",DATE,0,16,TP
Table_95_Row_3_Col_3_Para_0,0,Kushal Hegde,ORG,34,46,TP
Table_95_Row_3_Col_3_Para_0,0,Jayaram Shetty,ORG,52,66,TP
Table_95_Row_4_Col_1_Para_0,0,"March 28, 1987",DATE,0,14,TP
Table_95_Row_4_Col_3_Para_0,0,Kushal Hegde,ORG,34,46,TP
Table_95_Row_4_Col_3_Para_0,0,Karunakar Hegde,PERSON,50,65,TP
Table_95_Row_5_Col_1_Para_0,0,"February 25, 1993",DATE,0,17,TP
Table_95_Row_5_Col_3_Para_0,0,Challan,PERSON,0,7,TP
Table_95_Row_6_Col_1_Para_0,0,"September 7, 1998",DATE,0,17,TP
Table_95_Row_6_Col_3_Para_0,0,Karunakar Hegde HUF,ORG,34,53,TP
Table_95_Row_6_Col_3_Para_0,0,Karunakar Hegde,PERSON,59,74,TP
Table_95_Row_7_Col_1_Para_0,0,"September 7, 1998",DATE,0,17,TP
Table_95_Row_7_Col_3_Para_0,0,Rajesh Kushal Hegde,PERSON,34,53,TP
Table_95_Row_7_Col_3_Para_0,0,Narayana B. Shetty,PERSON,59,77,TP
Table_95_Row_8_Col_1_Para_0,0,"December 
28, 
1998",DATE,0,19,TP
Table_95_Row_8_Col_3_Para_0,0,Kushal Hegde,ORG,34,46,TP
Table_95_Row_8_Col_3_Para_0,0,Shubhkamal Leasing,ORG,52,70,TP
Table_95_Row_8_Col_3_Para_0,0,Investment Private Limited,ORG,75,101,TP
Table_95_Row_9_Col_1_Para_0,0,"December 
28, 
1998",DATE,0,19,TP
Table_95_Row_9_Col_3_Para_0,0,Rohit Hegde,PERSON,34,45,TP
Table_95_Row_9_Col_3_Para_0,0,Karunakar Hegde HUF,LOCATION,51,70,TP
Table_95_Row_10_Col_1_Para_0,0,"December 
28, 
1998",DATE,0,19,TP
Table_95_Row_10_Col_3_Para_0,0,Rajesh Kushal Hegde,PERSON,34,53,TP
Table_95_Row_10_Col_3_Para_0,0,Shubhkamal Leasing,ORG,59,77,TP
Table_95_Row_10_Col_3_Para_0,0,Investment Private Limited,ORG,82,108,TP
Table_95_Row_11_Col_1_Para_0,0,"November 29, 
2001",DATE,0,18,TP
Table_95_Row_11_Col_3_Para_0,0,Rajesh Hegde,PERSON,34,46,TP
Table_95_Row_11_Col_3_Para_0,0,Vijay Hegde,PERSON,50,61,TP
Table_95_Row_12_Col_1_Para_0,0,"November 29, 
2001",DATE,0,18,TP
Table_95_Row_12_Col_3_Para_0,0,Rohit Hegde,PERSON,34,45,TP
Table_95_Row_12_Col_3_Para_0,0,Vijay Hegde,PERSON,49,60,TP
Table_95_Row_13_Col_1_Para_0,0,"April 20, 2002",DATE,0,14,TP
Table_95_Row_13_Col_3_Para_0,0,Kushal Hegde,ORG,34,46,TP
Table_95_Row_13_Col_3_Para_0,0,Rajesh Hegde,PERSON,50,62,TP
Table_95_Row_13_Col_3_Para_0,0,Rohit Hegde,PERSON,67,78,TP
Table_95_Row_14_Col_1_Para_0,0,1979-1980,DATE_TIME,0,9,TP
Table_95_Row_14_Col_2_Para_0,0,MoA,ORG,28,31,TP
Table_95_Row_14_Col_3_Para_0,0,FY 1980,DATE_TIME,28,35,TP
Table_95_Row_14_Col_3_Para_0,0,FY 1981,DATE_TIME,40,47,TP
Table_95_Row_15_Col_1_Para_0,0,"February 20, 2015",DATE,0,17,TP
Table_95_Row_16_Col_1_Para_0,0,"March 29, 2016",DATE,0,14,TP
Table_95_Row_16_Col_3_Para_0,0,Kushal Hegde,ORG,37,49,TP
Table_95_Row_16_Col_3_Para_0,0,Rajesh Hegde,PERSON,51,63,TP
Table_95_Row_16_Col_3_Para_0,0,Rohit Hegde,PERSON,68,79,TP
Table_95_Row_16_Col_3_Para_0,0,Pushpa Hegde,PERSON,83,95,TP
Table_95_Row_17_Col_1_Para_0,0,1979,DATE_TIME,0,4,TP
Table_95_Row_17_Col_1_Para_0,0,2016,DATE_TIME,7,11,TP
Table_96_Row_0_Col_1_Para_0,0,the CARE Report,ORG,73,88,TP
Table_99_Row_0_Col_2_Para_0,0,Three-month,DATE_TIME,0,11,TP
Table_99_Row_0_Col_2_Para_0,0,"June 30, 2025",DATE,25,38,TP
Table_99_Row_0_Col_3_Para_0,0,Fiscal 2025,DATE_TIME,0,11,TP
Table_99_Row_0_Col_4_Para_0,0,Fiscal 2024,DATE_TIME,0,11,TP
Table_99_Row_0_Col_5_Para_0,0,Fiscal 2023,DATE_TIME,0,11,TP
Table_99_Row_1_Col_0_Para_0,0,Working Capital,ORG,5,20,TP
Table_101_Row_0_Col_4_Para_0,0,SEBI,ORG,29,33,TP
Table_101_Row_2_Col_3_Para_0,0,N.A.,ORG,0,4,TP
Table_101_Row_2_Col_4_Para_0,0,N.A.,ORG,0,4,TP
Table_101_Row_3_Col_4_Para_0,0,N.A.,ORG,0,4,TP
Table_101_Row_5_Col_3_Para_0,0,N.A.,ORG,0,4,TP
Table_101_Row_5_Col_4_Para_0,0,N.A.,ORG,0,4,TP
Table_101_Row_6_Col_4_Para_0,0,N.A.,ORG,0,4,TP
Table_101_Row_8_Col_3_Para_0,0,N.A.,ORG,0,4,TP
Table_101_Row_8_Col_4_Para_0,0,N.A.,ORG,0,4,TP
Table_101_Row_11_Col_2_Para_0,0,N.A.,ORG,0,4,TP
Table_101_Row_11_Col_3_Para_0,0,N.A.,ORG,0,4,TP
Table_101_Row_11_Col_4_Para_0,0,N.A.,ORG,0,4,TP
Table_101_Row_11_Col_5_Para_0,0,N.A.,ORG,0,4,TP
Table_101_Row_12_Col_2_Para_0,0,N.A.,ORG,0,4,TP
Table_101_Row_12_Col_4_Para_0,0,N.A.,ORG,0,4,TP
Table_101_Row_12_Col_5_Para_0,0,N.A.,ORG,0,4,TP
Table_101_Row_13_Col_0_Para_0,0,Senior Management,ORG,0,17,TP
Table_101_Row_13_Col_0_Para_0,0,SM,ORG,20,22,TP
Table_101_Row_13_Col_1_Para_0,0,Senior Management,ORG,0,17,TP
Table_101_Row_13_Col_1_Para_0,0,SM,ORG,20,22,TP
Table_101_Row_13_Col_2_Para_0,0,Senior Management,ORG,0,17,TP
Table_101_Row_13_Col_2_Para_0,0,SM,ORG,20,22,TP
Table_101_Row_13_Col_3_Para_0,0,Senior Management,ORG,0,17,TP
Table_101_Row_13_Col_3_Para_0,0,SM,ORG,20,22,TP
Table_101_Row_13_Col_4_Para_0,0,Senior Management,ORG,0,17,TP
Table_101_Row_13_Col_4_Para_0,0,SM,ORG,20,22,TP
Table_101_Row_13_Col_5_Para_0,0,Senior Management,ORG,0,17,TP
Table_101_Row_13_Col_5_Para_0,0,SM,ORG,20,22,TP
Table_101_Row_13_Col_6_Para_0,0,Senior Management,ORG,0,17,TP
Table_101_Row_13_Col_6_Para_0,0,SM,ORG,20,22,TP
Table_101_Row_14_Col_2_Para_0,0,N.A.,ORG,0,4,TP
Table_101_Row_14_Col_3_Para_0,0,N.A.,ORG,0,4,TP
Table_101_Row_14_Col_4_Para_0,0,N.A.,ORG,0,4,TP
Table_101_Row_14_Col_5_Para_0,0,N.A.,ORG,0,4,TP
Table_101_Row_15_Col_2_Para_0,0,N.A.,ORG,0,4,TP
Table_101_Row_15_Col_4_Para_0,0,N.A.,ORG,0,4,TP
Table_101_Row_15_Col_5_Para_0,0,N.A.,ORG,0,4,TP
Table_102_Row_0_Col_0_Para_1,1,the Materiality Policy,ORG,32,54,TP
Table_105_Row_0_Col_1_Para_0,0,the year 2022-2023,DATE_TIME,38,56,TP
Table_105_Row_0_Col_1_Para_0,0,2023-2024,DATE_TIME,58,67,TP
Table_105_Row_0_Col_1_Para_0,0,2024-2025 & first quarter of the year,DATE_TIME,72,109,TP
Table_105_Row_0_Col_1_Para_0,0,2025-26,DATE_TIME,110,117,TP
Table_105_Row_0_Col_1_Para_1,1,CTC,ORG,0,3,TP
Table_105_Row_0_Col_1_Para_2,2,RW,ORG,0,2,TP
Table_109_Row_1_Col_2_Para_0,0,26 days,DATE_TIME,11,18,TP
Table_109_Row_1_Col_2_Para_0,0,312 working days,DATE_TIME,42,58,TP
Table_109_Row_1_Col_2_Para_0,0,a year with per day three,DATE_TIME,62,87,TP
Table_109_Row_1_Col_2_Para_0,0,5.6 hours,DATE_TIME,129,138,TP
Table_110_Row_0_Col_2_Para_0,0,CTC,ORG,4,7,TP
Table_110_Row_0_Col_2_Para_0,0,26 days,DATE_TIME,10,17,TP
Table_110_Row_0_Col_2_Para_0,0,312 working days,DATE_TIME,41,57,TP
Table_110_Row_0_Col_2_Para_0,0,a year with per day three,DATE_TIME,61,86,TP
Table_110_Row_0_Col_2_Para_0,0,5.2 hours,DATE_TIME,128,137,TP
Table_110_Row_2_Col_2_Para_0,0,RW,ORG,4,6,TP
Table_110_Row_2_Col_2_Para_0,0,a year,DATE_TIME,36,42,TP
Table_110_Row_2_Col_2_Para_0,0,8 hours,DATE_TIME,125,132,TP
Table_111_Row_0_Col_1_Para_0,0,Maharashtra,LOCATION,44,55,TP
Table_111_Row_0_Col_1_Para_0,0,India,LOCATION,57,62,TP
Table_115_Row_0_Col_1_Para_0,0,three-month,DATE_TIME,19,30,TP
Table_115_Row_0_Col_1_Para_0,0,"June 30, 2025",DATE,45,58,TP
Table_115_Row_0_Col_2_Para_0,0,three-month,DATE_TIME,19,30,TP
Table_115_Row_0_Col_2_Para_0,0,"June 30, 2025",DATE,45,58,TP
Table_115_Row_0_Col_3_Para_0,0,three-month,DATE_TIME,19,30,TP
Table_115_Row_0_Col_3_Para_0,0,"June 30, 2025",DATE,45,58,TP
Table_115_Row_0_Col_4_Para_0,0,Fiscal 2025,DATE_TIME,0,11,TP
Table_115_Row_0_Col_5_Para_0,0,Fiscal 2025,DATE_TIME,0,11,TP
Table_115_Row_0_Col_6_Para_0,0,Fiscal 2025,DATE_TIME,0,11,TP
Table_115_Row_0_Col_7_Para_0,0,Fiscal 2024,DATE_TIME,0,11,TP
Table_115_Row_0_Col_8_Para_0,0,Fiscal 2024,DATE_TIME,0,11,TP
Table_115_Row_0_Col_9_Para_0,0,Fiscal 2024,DATE_TIME,0,11,TP
Table_115_Row_0_Col_10_Para_0,0,Fiscal 2023,DATE_TIME,0,11,TP
Table_115_Row_0_Col_11_Para_0,0,Fiscal 2023,DATE_TIME,0,11,TP
Table_115_Row_0_Col_12_Para_0,0,Fiscal 2023,DATE_TIME,0,11,TP
Table_115_Row_1_Col_1_Para_0,0,"Tota 			l 
Due 
s",PERSON,0,17,TP
Table_115_Row_1_Col_1_Para_0,0,"o 
ns",ORG,30,35,TP
Table_115_Row_1_Col_3_Para_0,0,"Unp 
ai",LOCATION,0,7,TP
Table_115_Row_1_Col_6_Para_0,0,"Unp 
ai",LOCATION,0,7,TP
Table_115_Row_1_Col_7_Para_0,0,Tota,PERSON,0,4,TP
Table_115_Row_1_Col_7_Para_0,0,"o 
ns",ORG,28,33,TP
Table_115_Row_1_Col_9_Para_0,0,"Unp 
ai",LOCATION,0,7,TP
Table_115_Row_1_Col_10_Para_0,0,"Tota 			l 
Due 
s",PERSON,0,17,TP
Table_115_Row_1_Col_10_Para_0,0,"o 
ns",ORG,30,35,TP
Table_115_Row_1_Col_12_Para_0,0,"Unp 
ai",LOCATION,0,7,TP
Table_115_Row_2_Col_0_Para_0,0,State,ORG,12,17,TP
Table_115_Row_3_Col_0_Para_0,0,Provident Fund,ORG,0,14,TP
Table_116_Row_0_Col_0_Para_0,0,Compan,LOCATION,0,6,TP
Table_116_Row_0_Col_0_Para_0,0,Professi,PERSON,10,18,TP
Table_116_Row_0_Col_0_Para_0,0,"al 
Tax",ORG,22,29,TP
Table_117_Row_0_Col_1_Para_0,0,three-month,DATE_TIME,19,30,TP
Table_117_Row_0_Col_1_Para_0,0,"June 30, 2025",DATE,44,57,TP
Table_117_Row_0_Col_2_Para_0,0,three-month,DATE_TIME,19,30,TP
Table_117_Row_0_Col_2_Para_0,0,"June 30, 2025",DATE,44,57,TP
Table_117_Row_0_Col_3_Para_0,0,three-month,DATE_TIME,19,30,TP
Table_117_Row_0_Col_3_Para_0,0,"June 30, 2025",DATE,44,57,TP
Table_117_Row_0_Col_4_Para_0,0,Fiscal 2025,DATE_TIME,0,11,TP
Table_117_Row_0_Col_5_Para_0,0,Fiscal 2025,DATE_TIME,0,11,TP
Table_117_Row_0_Col_6_Para_0,0,Fiscal 2025,DATE_TIME,0,11,TP
